current_final_score,score_last_week,score_two_weeks_ago,score_change_7d,score_change_14d,assignments_submitted,assignments_total,submission_rate,days_since_last_grade,class_average,score_vs_class_avg,is_at_risk
32.2,34.61,30.08,-2.41,2.12,4,14,0.2857,15,75.32,-43.11,1
20.64,27.36,9.95,-6.72,10.69,2,3,0.6667,16,69.31,-48.67,1
67.45,63.48,78.51,3.97,-11.06,7,12,0.5833,0,57.24,10.22,0
67.08,78.66,65.48,-11.58,1.6,4,6,0.6667,2,62.62,4.46,0
23.01,28.35,16.73,-5.34,6.28,3,7,0.4286,25,58.71,-35.71,1
75.3,73.27,68.84,2.03,6.46,3,3,1.0,4,65.79,9.51,0
90.46,83.64,89.82,6.83,0.65,6,11,0.5455,3,58.19,32.28,0
53.61,51.44,62.71,2.16,-9.11,6,8,0.75,6,68.94,-15.33,0
81.24,80.66,91.4,0.58,-10.16,7,11,0.6364,2,71.92,9.32,0
54.51,54.97,52.54,-0.46,1.97,2,3,0.6667,5,70.27,-15.76,0
51.55,45.13,49.88,6.42,1.67,14,14,1.0,2,70.35,-18.8,0
89.26,100.0,86.13,-14.99,3.13,4,6,0.6667,1,68.6,20.65,0
23.33,23.17,23.85,0.16,-0.53,4,5,0.8,17,71.97,-48.64,1
96.15,88.6,92.09,7.55,4.06,10,10,1.0,4,59.26,36.89,0
60.21,59.69,35.14,0.53,25.07,1,3,0.3333,6,68.57,-8.36,0
56.0,55.03,66.63,0.98,-10.63,7,12,0.5833,3,61.34,-5.34,0
76.95,80.3,83.32,-3.35,-6.37,6,9,0.6667,6,67.21,9.74,0
76.36,71.57,69.38,4.79,6.99,10,14,0.7143,1,67.65,8.72,0
84.97,77.61,100.0,7.36,-15.81,2,3,0.6667,0,71.01,13.96,0
54.06,55.82,58.1,-1.75,-4.04,7,13,0.5385,4,74.73,-20.66,0
69.42,76.84,73.69,-7.42,-4.27,4,4,1.0,5,65.45,3.98,0
96.14,100.0,98.62,-9.45,-2.47,4,6,0.6667,3,72.6,23.55,0
69.63,72.3,49.09,-2.67,20.54,4,7,0.5714,0,59.72,9.91,0
75.37,71.75,67.42,3.62,7.95,3,5,0.6,6,73.02,2.36,0
92.92,88.8,100.0,4.12,-21.54,2,3,0.6667,5,60.59,32.32,0
73.43,65.15,65.75,8.28,7.68,3,5,0.6,5,55.03,18.4,0
38.71,43.69,21.09,-4.98,17.62,4,4,1.0,5,56.85,-18.14,1
49.4,46.17,46.34,3.23,3.06,0,4,0.0,23,75.26,-25.86,1
61.1,66.49,50.31,-5.39,10.79,4,5,0.8,1,69.51,-8.4,0
65.37,71.52,59.78,-6.15,5.59,4,8,0.5,6,70.06,-4.69,0
92.63,93.22,80.33,-0.59,12.3,3,6,0.5,3,73.61,19.02,0
71.03,69.83,60.08,1.2,10.94,8,11,0.7273,2,63.68,7.34,0
67.9,69.61,78.67,-1.71,-10.77,7,9,0.7778,3,56.02,11.87,0
92.55,91.57,100.0,0.97,-10.57,7,12,0.5833,4,63.32,29.23,0
62.61,59.59,71.52,3.01,-8.91,8,9,0.8889,0,62.99,-0.38,0
53.47,49.94,46.18,3.53,7.28,1,3,0.3333,4,73.03,-19.57,0
49.75,45.29,44.83,4.46,4.92,0,7,0.0,13,71.78,-22.03,1
45.43,47.21,33.68,-1.78,11.75,10,10,1.0,22,67.94,-22.51,1
85.97,72.04,79.93,13.93,6.03,8,10,0.8,4,67.48,18.49,0
58.13,49.39,50.09,8.74,8.04,10,12,0.8333,0,58.54,-0.41,0
77.95,78.61,88.62,-0.65,-10.67,10,12,0.8333,0,61.93,16.02,0
86.04,94.06,72.67,-8.02,13.37,5,6,0.8333,3,63.51,22.53,0
36.78,40.87,55.56,-4.09,-18.78,4,8,0.5,27,60.58,-23.8,1
70.44,70.24,67.41,0.2,3.03,3,5,0.6,5,69.18,1.27,0
52.63,42.51,59.0,10.12,-6.37,5,5,1.0,3,68.19,-15.56,0
20.03,15.79,17.75,4.24,2.28,2,13,0.1538,12,56.97,-36.94,1
57.87,63.24,47.24,-5.37,10.63,2,4,0.5,1,59.28,-1.41,0
64.53,70.25,59.99,-5.72,4.53,9,11,0.8182,0,77.23,-12.71,0
77.12,75.66,76.22,1.47,0.9,3,4,0.75,1,59.91,17.21,0
54.21,45.03,61.99,9.18,-7.78,6,11,0.5455,1,62.06,-7.85,0
54.94,54.75,36.78,0.19,18.17,4,8,0.5,4,63.11,-8.17,0
51.24,44.7,56.95,6.54,-5.71,3,5,0.6,4,78.32,-27.08,0
63.84,72.12,54.88,-8.28,8.96,7,9,0.7778,5,78.11,-14.27,0
40.35,49.22,37.77,-8.87,2.58,1,6,0.1667,7,78.35,-38.0,1
25.14,22.56,16.68,2.58,8.46,0,9,0.0,20,75.02,-49.88,1
82.19,88.19,97.48,-6.0,-15.29,11,14,0.7857,5,67.66,14.52,0
61.48,50.67,74.76,10.81,-13.27,2,4,0.5,0,60.75,0.73,0
62.17,73.8,53.27,-11.64,8.9,2,3,0.6667,6,72.88,-10.71,0
91.03,100.0,100.0,-12.19,-11.92,4,6,0.6667,6,60.16,30.87,0
57.6,44.17,66.99,13.43,-9.39,2,3,0.6667,5,65.28,-7.68,0
45.55,43.2,53.55,2.35,-8.0,5,5,1.0,20,55.83,-10.28,1
55.68,63.35,48.23,-7.67,7.45,10,14,0.7143,2,58.38,-2.7,0
69.58,64.8,66.21,4.78,3.37,6,9,0.6667,6,59.95,9.63,0
41.95,45.27,52.93,-3.31,-10.97,6,11,0.5455,22,75.98,-34.03,1
52.91,52.38,43.17,0.53,9.74,3,4,0.75,3,64.72,-11.81,0
85.84,85.67,94.94,0.17,-9.1,5,5,1.0,4,75.57,10.27,0
33.79,39.15,50.21,-5.36,-16.41,0,3,0.0,27,56.88,-23.09,1
73.18,82.09,90.89,-8.9,-17.71,4,5,0.8,0,60.53,12.66,0
88.55,86.8,92.19,1.75,-3.64,8,9,0.8889,6,75.14,13.41,0
85.16,74.18,92.06,10.98,-6.9,1,3,0.3333,4,66.17,18.99,0
80.89,81.82,90.37,-0.93,-9.48,7,8,0.875,6,78.51,2.38,0
90.96,88.73,86.01,2.23,4.95,2,3,0.6667,3,74.23,16.73,0
66.19,69.6,69.76,-3.42,-3.58,5,8,0.625,5,77.53,-11.35,0
33.35,31.29,43.23,2.06,-9.88,6,12,0.5,23,61.97,-28.62,1
53.04,56.64,51.64,-3.6,1.4,4,5,0.8,6,77.84,-24.81,0
97.99,93.21,100.0,4.78,-7.75,3,6,0.5,3,79.55,18.44,0
56.17,52.3,54.63,3.86,1.54,6,7,0.8571,5,70.93,-14.76,0
51.7,58.96,51.14,-7.26,0.57,6,11,0.5455,4,55.46,-3.75,0
88.63,80.28,82.3,8.35,6.33,10,13,0.7692,1,63.08,25.55,0
64.29,69.57,60.41,-5.29,3.88,8,8,1.0,3,70.21,-5.93,0
96.13,100.0,88.83,-8.27,7.3,5,9,0.5556,1,57.61,38.52,1
82.99,94.67,73.21,-11.68,9.78,3,6,0.5,1,72.34,10.65,1
49.38,36.94,57.24,12.44,-7.86,3,5,0.6,26,65.04,-15.66,1
88.56,82.93,98.15,5.63,-9.59,8,12,0.6667,6,76.05,12.51,0
69.7,72.65,83.83,-2.95,-14.13,7,7,1.0,4,74.41,-4.71,0
52.86,62.2,38.67,-9.35,14.19,10,11,0.9091,0,74.86,-22.0,0
29.5,31.91,20.2,-2.41,9.3,6,14,0.4286,21,66.42,-36.93,1
92.62,90.97,97.09,1.65,-4.48,6,7,0.8571,6,55.78,36.84,0
56.66,57.52,58.31,-0.86,-1.65,14,14,1.0,4,74.35,-17.69,0
58.79,67.08,47.35,-8.29,11.45,8,9,0.8889,3,65.84,-7.04,0
95.03,90.98,100.0,4.04,-5.51,4,6,0.6667,6,65.89,29.14,0
85.17,79.72,80.11,5.45,5.06,5,8,0.625,1,73.26,11.91,0
94.69,95.53,90.12,-0.84,4.57,8,14,0.5714,1,57.64,37.05,0
81.71,82.74,70.73,-1.03,10.98,5,8,0.625,2,63.0,18.71,0
69.64,72.58,66.5,-2.94,3.15,5,6,0.8333,1,79.71,-10.06,0
52.28,49.64,39.6,2.64,12.68,3,5,0.6,1,59.94,-7.66,0
82.87,81.1,86.71,1.76,-3.84,7,12,0.5833,5,65.21,17.66,0
85.09,89.1,90.34,-4.01,-5.25,7,11,0.6364,6,70.72,14.37,0
42.92,45.12,37.88,-2.19,5.04,11,11,1.0,6,69.03,-26.11,1
87.95,90.37,95.74,-2.42,-7.79,10,11,0.9091,5,65.1,22.85,0
69.94,72.66,70.89,-2.72,-0.95,1,3,0.3333,1,57.86,12.08,0
87.5,95.33,94.28,-7.83,-6.77,2,4,0.5,3,57.58,29.92,0
88.16,84.73,96.77,3.43,-8.61,4,6,0.6667,2,71.95,16.22,0
73.04,62.24,73.74,10.8,-0.7,3,3,1.0,5,64.08,8.96,0
43.99,52.07,46.81,-8.07,-2.81,3,6,0.5,22,59.97,-15.98,1
43.08,45.2,46.0,-2.12,-2.92,8,10,0.8,19,55.17,-12.09,1
22.41,25.05,28.37,-2.64,-5.95,11,12,0.9167,14,55.49,-33.08,1
44.33,46.19,48.69,-1.86,-4.36,7,8,0.875,28,69.56,-25.23,1
77.22,68.76,82.09,8.46,-4.87,1,3,0.3333,6,66.69,10.53,0
88.92,87.19,83.97,1.73,4.95,4,6,0.6667,2,62.83,26.09,0
85.2,86.67,82.26,-1.46,2.95,9,9,1.0,2,63.55,21.66,0
40.36,38.68,59.9,1.68,-19.55,2,7,0.2857,9,57.54,-17.19,1
20.19,13.08,32.89,7.11,-12.7,4,4,1.0,26,72.11,-51.92,1
82.05,82.72,86.71,-0.66,-4.65,8,9,0.8889,3,79.46,2.59,0
41.8,35.4,44.38,6.39,-2.58,0,10,0.0,12,58.25,-16.45,1
60.09,80.89,63.43,-20.8,-3.34,14,14,1.0,3,63.0,-2.91,0
79.03,70.93,79.88,8.1,-0.85,4,6,0.6667,1,57.7,21.33,0
40.61,30.46,39.17,10.15,1.44,0,5,0.0,13,70.22,-29.61,1
27.9,24.67,22.27,3.23,5.64,12,14,0.8571,14,56.86,-28.96,1
96.53,99.23,94.51,-2.69,2.02,4,7,0.5714,4,75.91,20.62,0
95.89,100.0,89.27,-5.86,6.62,6,9,0.6667,0,67.84,28.05,0
24.36,15.62,19.61,8.74,4.75,2,5,0.4,20,65.46,-41.1,1
72.88,82.21,57.22,-9.32,15.67,7,9,0.7778,6,56.97,15.92,0
22.07,18.73,42.4,3.34,-20.32,5,7,0.7143,25,75.63,-53.56,1
51.61,52.26,40.49,-0.65,11.12,8,8,1.0,5,58.17,-6.56,0
69.12,74.03,74.46,-4.9,-5.33,2,3,0.6667,4,74.63,-5.5,0
76.62,77.41,89.82,-0.8,-13.21,4,7,0.5714,6,56.13,20.49,0
91.86,92.71,100.0,-0.85,-8.96,10,13,0.7692,0,67.24,24.61,0
90.0,85.35,93.01,4.65,-3.01,6,8,0.75,0,79.99,10.01,0
67.36,61.49,54.12,5.88,13.25,9,11,0.8182,0,70.46,-3.09,0
25.47,37.68,37.89,-12.21,-12.42,2,4,0.5,22,64.7,-39.23,1
27.94,38.53,10.53,-10.59,17.41,4,4,1.0,17,69.68,-41.74,1
49.04,37.7,42.14,11.34,6.9,12,14,0.8571,29,66.76,-17.72,1
86.8,97.98,76.62,-11.18,10.18,10,10,1.0,4,62.93,23.88,0
90.62,84.37,95.13,6.26,-4.5,8,8,1.0,4,56.66,33.96,0
38.32,33.91,30.66,4.4,7.65,3,12,0.25,12,69.27,-30.95,1
57.19,66.6,52.62,-9.41,4.57,12,12,1.0,2,74.58,-17.39,0
83.5,99.73,84.45,-16.23,-0.95,5,5,1.0,2,71.73,11.77,0
46.16,45.78,52.69,0.38,-6.53,12,12,1.0,16,72.23,-26.07,1
91.22,89.67,94.66,1.54,-3.44,5,9,0.5556,6,73.27,17.95,0
93.77,98.58,87.44,-4.81,6.33,6,10,0.6,4,79.05,14.72,0
62.98,65.41,78.87,-2.44,-15.89,13,13,1.0,2,55.38,7.6,1
29.87,37.39,32.02,-7.52,-2.15,10,10,1.0,26,71.25,-41.38,1
95.9,90.28,88.13,5.62,7.77,9,9,1.0,0,60.79,35.11,0
48.36,48.93,59.48,-0.57,-11.12,0,13,0.0,24,63.33,-14.97,1
56.69,43.91,46.08,12.78,10.6,12,12,1.0,4,72.27,-15.59,0
55.58,53.84,56.45,1.74,-0.87,1,3,0.3333,2,71.29,-15.71,0
83.03,89.8,91.26,-6.78,-8.24,10,11,0.9091,1,61.59,21.44,0
57.81,49.08,58.35,8.74,-0.54,5,7,0.7143,6,68.44,-10.62,0
35.54,31.44,24.84,4.11,10.7,8,10,0.8,11,57.37,-21.83,1
69.52,76.34,67.0,-6.82,2.52,12,14,0.8571,5,77.19,-7.67,0
92.15,81.68,83.55,10.47,8.6,8,10,0.8,6,63.38,28.77,0
88.52,91.95,90.4,-3.42,-1.87,10,12,0.8333,6,63.92,24.61,0
62.34,67.64,44.33,-5.3,18.0,10,11,0.9091,0,77.05,-14.71,0
76.02,86.28,79.95,-10.26,-3.93,11,11,1.0,5,62.17,13.85,0
91.33,90.1,96.28,1.23,-4.95,2,4,0.5,0,56.54,34.79,0
86.88,88.47,83.23,-1.59,3.66,1,3,0.3333,6,58.45,28.44,0
88.28,99.73,84.48,-11.45,3.8,10,14,0.7143,5,65.07,23.21,0
85.54,75.27,60.8,10.27,24.73,6,11,0.5455,5,65.07,20.47,0
37.4,33.2,31.92,4.2,5.48,8,10,0.8,26,72.19,-34.79,1
42.41,43.7,32.48,-1.29,9.93,4,7,0.5714,5,69.29,-26.88,1
68.94,55.61,67.16,13.33,1.77,3,3,1.0,3,67.56,1.37,0
50.98,60.12,43.84,-9.14,7.14,9,14,0.6429,6,65.76,-14.78,0
61.52,60.91,51.97,0.62,9.56,5,5,1.0,2,78.68,-17.15,0
92.58,100.0,100.0,-7.74,-15.08,7,7,1.0,4,68.84,23.74,0
64.69,63.79,57.46,0.9,7.23,10,12,0.8333,4,59.92,4.76,0
60.93,71.86,49.06,-10.92,11.88,6,6,1.0,3,60.09,0.84,0
50.81,62.6,65.63,-11.79,-14.81,11,13,0.8462,3,78.28,-27.46,0
50.63,47.74,60.9,2.89,-10.27,3,4,0.75,2,78.68,-28.05,0
37.42,42.6,41.65,-5.18,-4.23,0,14,0.0,23,58.6,-21.18,1
48.29,45.97,60.05,2.32,-11.77,1,8,0.125,23,62.89,-14.61,1
27.8,29.6,40.82,-1.8,-13.01,0,10,0.0,16,55.3,-27.49,1
50.28,53.87,51.98,-3.58,-1.69,9,10,0.9,3,69.34,-19.05,0
89.76,96.48,97.31,-6.72,-7.55,7,8,0.875,4,77.65,12.11,0
82.35,78.83,94.52,3.52,-12.17,11,14,0.7857,1,71.6,10.75,0
92.68,92.14,80.58,0.53,12.09,12,14,0.8571,0,75.59,17.09,0
83.64,82.85,82.96,0.79,0.67,11,14,0.7857,2,65.1,18.54,0
32.46,37.45,38.01,-5.0,-5.55,9,10,0.9,12,66.35,-33.9,1
97.14,100.0,99.03,-4.37,-1.89,10,10,1.0,4,62.19,34.95,0
29.88,25.24,38.68,4.63,-8.8,8,14,0.5714,24,74.02,-44.14,1
94.72,88.65,86.24,6.07,8.48,4,8,0.5,5,75.8,18.91,0
60.24,51.64,67.12,8.6,-6.88,8,8,1.0,5,68.08,-7.84,0
57.89,54.46,51.93,3.43,5.96,5,7,0.7143,0,59.25,-1.36,0
62.64,75.29,49.24,-12.66,13.39,9,9,1.0,1,57.78,4.86,0
87.04,80.45,92.27,6.58,-5.23,4,6,0.6667,4,71.47,15.56,0
72.64,62.14,72.96,10.51,-0.32,6,7,0.8571,1,77.4,-4.75,0
24.92,27.9,7.78,-2.98,17.14,1,10,0.1,24,67.67,-42.75,1
36.68,41.38,28.15,-4.69,8.53,6,14,0.4286,22,68.8,-32.12,1
63.54,62.83,78.62,0.71,-15.09,2,4,0.5,6,65.05,-1.51,1
66.62,58.82,57.02,7.8,9.6,6,7,0.8571,3,62.85,3.77,0
61.37,70.12,52.01,-8.76,9.36,7,10,0.7,2,64.64,-3.27,0
90.41,94.39,89.15,-3.97,1.26,8,10,0.8,5,67.79,22.62,0
52.01,36.01,51.04,16.0,0.97,4,7,0.5714,0,69.34,-17.33,0
61.61,60.23,60.38,1.38,1.23,3,4,0.75,0,71.32,-9.7,0
38.4,45.39,38.51,-7.0,-0.11,7,10,0.7,27,65.5,-27.11,1
55.03,64.44,57.78,-9.41,-2.75,12,12,1.0,5,75.6,-20.58,0
89.97,91.31,100.0,-1.34,-13.98,6,9,0.6667,2,72.91,17.06,0
23.45,22.73,15.24,0.71,8.2,10,13,0.7692,19,63.33,-39.88,1
60.29,68.7,39.38,-8.41,20.91,1,3,0.3333,5,68.66,-8.37,1
50.35,51.01,57.1,-0.66,-6.75,6,6,1.0,3,64.89,-14.54,0
49.71,45.0,65.78,4.71,-16.08,7,11,0.6364,18,78.56,-28.85,1
65.6,68.31,75.16,-2.71,-9.56,6,6,1.0,1,70.17,-4.57,0
80.62,75.4,59.77,5.22,20.85,8,12,0.6667,1,59.89,20.73,0
48.18,39.22,41.58,8.96,6.6,8,14,0.5714,9,71.32,-23.15,1
84.63,87.07,74.75,-2.44,9.89,10,13,0.7692,4,60.69,23.95,0
43.37,33.73,31.13,9.63,12.24,7,10,0.7,12,64.73,-21.37,1
72.19,66.17,75.23,6.02,-3.03,8,8,1.0,6,60.38,11.82,0
97.38,100.0,92.99,-10.27,4.39,6,9,0.6667,6,74.34,23.04,0
51.28,59.87,48.17,-8.59,3.11,12,12,1.0,3,59.8,-8.52,0
81.42,80.55,67.45,0.87,13.97,6,8,0.75,6,57.91,23.51,0
63.2,63.99,71.08,-0.79,-7.88,9,11,0.8182,3,71.13,-7.94,0
67.88,62.64,75.88,5.25,-8.0,7,10,0.7,2,70.3,-2.42,0
83.69,80.69,74.77,3.0,8.92,4,7,0.5714,2,61.3,22.39,0
31.91,43.16,34.07,-11.25,-2.15,4,14,0.2857,25,74.77,-42.86,1
77.02,72.04,87.9,4.97,-10.88,3,4,0.75,0,68.3,8.71,0
57.76,55.86,62.39,1.9,-4.63,6,10,0.6,0,71.49,-13.73,0
54.33,50.87,40.97,3.46,13.35,5,5,1.0,1,61.81,-7.49,0
73.28,72.23,92.6,1.05,-19.32,7,11,0.6364,3,75.2,-1.92,0
56.0,53.79,71.62,2.21,-15.61,4,6,0.6667,4,64.79,-8.79,1
83.72,84.98,94.56,-1.26,-10.85,3,4,0.75,3,71.59,12.12,0
74.84,73.82,75.07,1.02,-0.23,7,10,0.7,6,57.79,17.05,0
97.86,100.0,100.0,-5.63,-13.67,6,8,0.75,6,78.61,19.26,0
85.61,90.18,80.0,-4.57,5.61,5,8,0.625,5,67.63,17.98,0
24.61,22.76,19.86,1.86,4.76,2,7,0.2857,26,71.5,-46.89,1
84.49,88.15,84.17,-3.66,0.31,1,3,0.3333,4,63.45,21.04,0
65.88,70.54,54.26,-4.67,11.62,4,7,0.5714,4,76.35,-10.47,0
51.99,54.28,52.98,-2.3,-1.0,5,7,0.7143,1,72.55,-20.57,0
91.86,94.76,94.33,-2.9,-2.47,8,9,0.8889,1,69.41,22.45,0
65.57,69.76,61.42,-4.2,4.15,2,4,0.5,4,75.28,-9.71,0
45.11,44.85,38.24,0.26,6.87,2,9,0.2222,20,63.15,-18.04,1
78.93,66.41,83.2,12.53,-4.26,2,3,0.6667,4,72.98,5.96,0
83.08,71.57,79.53,11.52,3.56,4,6,0.6667,5,69.67,13.42,0
72.8,76.2,60.96,-3.39,11.84,9,10,0.9,1,59.96,12.84,0
74.55,78.1,59.0,-3.55,15.55,10,11,0.9091,4,75.85,-1.3,0
58.9,52.18,54.17,6.72,4.73,3,6,0.5,3,58.15,0.74,0
79.04,85.27,62.16,-6.23,16.88,11,11,1.0,1,78.33,0.7,0
60.51,71.29,60.79,-10.78,-0.28,9,13,0.6923,0,58.3,2.21,0
71.05,62.82,54.57,8.23,16.48,5,7,0.7143,6,74.95,-3.9,0
50.28,61.78,64.99,-11.5,-14.71,5,8,0.625,0,71.8,-21.52,0
97.61,100.0,100.0,-4.37,-10.51,1,3,0.3333,6,66.74,30.86,0
90.47,99.18,91.41,-8.71,-0.94,9,10,0.9,5,79.0,11.47,0
77.39,77.89,70.9,-0.5,6.49,8,10,0.8,0,56.9,20.48,0
82.97,80.65,69.38,2.32,13.59,5,7,0.7143,0,74.9,8.07,0
42.1,52.08,33.27,-9.98,8.83,2,5,0.4,10,76.16,-34.07,1
23.26,18.02,0.0,5.24,24.26,3,10,0.3,26,66.29,-43.03,1
75.0,84.79,78.45,-9.79,-3.46,7,11,0.6364,2,58.06,16.94,0
71.8,76.45,58.12,-4.65,13.68,7,8,0.875,2,63.47,8.33,0
34.51,41.35,34.08,-6.84,0.43,3,4,0.75,18,61.71,-27.21,1
89.97,80.55,97.06,9.42,-7.1,12,14,0.8571,6,75.18,14.79,0
67.13,62.16,74.6,4.97,-7.46,9,13,0.6923,1,70.83,-3.7,0
52.15,58.45,61.87,-6.3,-9.72,12,12,1.0,1,62.74,-10.6,0
81.86,73.06,89.8,8.79,-7.94,9,11,0.8182,3,71.12,10.74,0
97.84,97.64,88.06,0.2,9.78,7,7,1.0,5,57.2,40.64,0
85.15,78.08,81.07,7.07,4.08,10,12,0.8333,1,67.8,17.35,0
75.84,72.13,74.94,3.71,0.9,10,11,0.9091,4,55.45,20.39,0
54.25,59.14,66.6,-4.89,-12.35,10,10,1.0,5,58.47,-4.23,0
85.13,87.83,95.3,-2.71,-10.18,5,7,0.7143,2,68.88,16.25,0
78.9,69.93,79.27,8.97,-0.37,8,10,0.8,4,73.13,5.77,0
50.96,58.11,31.53,-7.15,19.44,12,13,0.9231,0,79.43,-28.47,0
58.56,60.2,51.6,-1.64,6.95,3,3,1.0,2,72.91,-14.36,0
60.14,58.89,59.56,1.25,0.58,3,4,0.75,5,63.6,-3.46,0
92.44,100.0,97.97,-13.93,-5.53,9,13,0.6923,3,77.0,15.45,0
69.02,61.0,89.55,8.02,-20.53,6,10,0.6,1,56.96,12.06,0
90.1,88.82,92.14,1.28,-2.03,2,3,0.6667,2,57.84,32.27,0
84.05,80.78,78.72,3.26,5.33,7,7,1.0,1,69.53,14.51,0
59.21,59.86,61.05,-0.66,-1.84,9,13,0.6923,5,78.07,-18.86,0
21.03,16.25,6.07,4.78,14.96,3,9,0.3333,11,77.81,-56.78,1
72.18,68.38,71.49,3.8,0.69,6,7,0.8571,6,57.36,14.83,0
63.75,62.34,48.09,1.41,15.66,6,6,1.0,6,55.56,8.18,0
64.11,74.88,58.71,-10.76,5.4,7,12,0.5833,5,57.4,6.71,1
52.61,57.34,50.76,-4.73,1.85,4,8,0.5,3,73.85,-21.24,0
36.37,35.42,43.33,0.96,-6.96,5,8,0.625,17,55.2,-18.83,1
41.56,35.7,21.0,5.86,20.56,1,6,0.1667,9,75.57,-34.01,1
44.54,50.67,55.11,-6.13,-10.57,4,8,0.5,24,60.75,-16.21,1
45.03,48.73,58.51,-3.7,-13.48,4,6,0.6667,19,70.03,-25.0,1
56.47,54.11,61.14,2.35,-4.68,8,10,0.8,3,56.81,-0.35,0
89.61,88.28,95.42,1.33,-5.81,3,6,0.5,3,67.18,22.43,0
95.82,100.0,93.87,-13.47,1.95,8,8,1.0,5,59.22,36.61,0
78.51,85.57,61.98,-7.06,16.53,1,3,0.3333,1,57.65,20.86,0
30.19,22.82,25.58,7.37,4.61,5,5,1.0,27,57.06,-26.87,1
35.14,21.52,34.6,13.62,0.54,6,6,1.0,9,59.23,-24.09,1
77.45,85.63,73.51,-8.18,3.94,13,13,1.0,5,60.37,17.08,0
85.33,80.81,84.33,4.52,1.0,5,7,0.7143,5,59.49,25.84,0
21.38,25.32,20.07,-3.94,1.31,12,13,0.9231,20,56.9,-35.52,1
79.94,80.75,93.59,-0.8,-13.65,2,4,0.5,5,64.89,15.05,0
79.3,78.24,74.79,1.06,4.51,5,7,0.7143,3,66.61,12.69,0
58.27,50.28,66.56,8.0,-8.28,12,12,1.0,3,64.08,-5.8,0
70.08,57.92,79.01,12.16,-8.93,8,11,0.7273,4,59.67,10.41,0
66.7,79.0,70.53,-12.3,-3.82,6,7,0.8571,6,55.84,10.87,0
95.81,91.04,82.32,4.77,13.49,2,4,0.5,4,71.06,24.75,0
74.34,72.27,71.75,2.08,2.6,6,6,1.0,0,72.27,2.08,0
68.2,61.27,83.46,6.92,-15.26,10,12,0.8333,0,75.62,-7.42,0
54.91,64.11,66.2,-9.2,-11.29,4,4,1.0,0,61.31,-6.39,0
53.35,63.61,63.28,-10.25,-9.93,11,13,0.8462,4,78.59,-25.24,0
58.67,69.08,69.9,-10.41,-11.23,10,10,1.0,1,66.15,-7.48,0
45.44,50.19,40.7,-4.75,4.74,4,12,0.3333,14,61.05,-15.61,1
50.92,54.59,45.86,-3.67,5.06,4,4,1.0,4,63.96,-13.04,0
51.09,54.79,55.64,-3.7,-4.55,6,10,0.6,4,61.16,-10.07,0
55.01,52.63,53.31,2.38,1.7,9,11,0.8182,4,61.97,-6.96,0
94.06,87.28,100.0,6.77,-20.35,4,5,0.8,5,60.84,33.22,0
95.92,93.07,87.25,2.85,8.66,4,4,1.0,4,62.15,33.76,0
52.77,53.04,56.18,-0.26,-3.41,4,4,1.0,0,71.7,-18.93,0
37.77,39.51,49.46,-1.74,-11.69,0,5,0.0,11,62.95,-25.17,1
74.54,74.72,68.4,-0.17,6.14,7,7,1.0,1,64.33,10.21,0
94.04,94.92,91.29,-0.88,2.75,7,11,0.6364,3,61.56,32.47,0
30.69,26.42,40.38,4.27,-9.69,2,5,0.4,10,72.45,-41.76,1
57.68,49.06,75.96,8.61,-18.28,13,14,0.9286,2,67.68,-10.01,1
74.4,73.09,61.43,1.31,12.97,8,12,0.6667,1,65.32,9.08,0
50.48,53.83,53.7,-3.34,-3.21,3,5,0.6,6,76.16,-25.68,0
76.5,71.94,84.89,4.56,-8.4,7,13,0.5385,6,74.52,1.98,0
45.05,48.48,33.88,-3.44,11.17,0,8,0.0,18,63.81,-18.76,1
59.03,61.56,52.77,-2.53,6.26,7,10,0.7,4,66.97,-7.95,0
45.69,44.51,52.19,1.18,-6.5,13,14,0.9286,17,66.56,-20.87,1
85.32,88.32,79.89,-3.0,5.43,7,8,0.875,3,58.46,26.87,0
72.54,68.32,64.46,4.22,8.09,4,4,1.0,2,55.46,17.08,0
80.62,77.95,72.11,2.67,8.51,12,12,1.0,5,62.67,17.95,0
52.65,57.22,55.64,-4.57,-3.0,4,5,0.8,3,69.38,-16.73,0
61.88,58.62,60.15,3.26,1.73,13,13,1.0,0,79.27,-17.39,0
92.46,89.0,100.0,3.46,-12.29,8,8,1.0,3,61.68,30.78,0
89.49,94.35,95.37,-4.86,-5.89,8,10,0.8,6,66.62,22.87,0
97.77,87.94,100.0,9.82,-14.31,1,3,0.3333,3,56.03,41.74,0
52.51,50.86,59.48,1.64,-6.97,6,7,0.8571,0,55.5,-2.99,0
74.84,58.57,69.64,16.26,5.2,1,3,0.3333,4,65.37,9.47,0
87.67,89.75,90.49,-2.08,-2.82,9,11,0.8182,0,74.74,12.93,0
80.01,79.88,76.84,0.13,3.17,6,6,1.0,5,55.8,24.21,0
30.27,28.32,25.63,1.95,4.64,2,11,0.1818,8,61.87,-31.6,1
84.63,85.09,73.38,-0.46,11.26,3,5,0.6,3,77.05,7.58,0
69.1,64.07,78.72,5.03,-9.61,5,7,0.7143,5,57.97,11.13,0
51.15,46.23,60.27,4.93,-9.12,5,5,1.0,1,65.22,-14.07,0
82.67,79.19,77.34,3.47,5.33,8,11,0.7273,0,67.59,15.07,0
96.7,96.06,100.0,0.64,-6.38,8,8,1.0,5,67.08,29.62,0
